YEAR,MO,DY,T2M_MIN,T2M_MAX,RH2M,PRECTOTCORR,WS10M
2015,10,1,25.56,29.26,86.38,4.59,1.66
2015,10,2,25.58,29.18,88.44,15.17,2.64
2015,10,3,25.8,28.26,90.19,21.28,3.17
2015,10,4,25.28,28.19,90.19,33.46,2.58
2015,10,5,24.48,28.1,88.88,9.67,3.34
2015,10,6,25.24,28.94,85.81,10.17,3.07
2015,10,7,25.49,29.59,84.25,2.26,2.23
2015,10,8,25.56,29.08,84.44,6.76,2.12
2015,10,9,25.3,28.56,87.75,15.14,2.2
2015,10,10,24.96,28.78,86.75,13.64,2.8
2015,10,11,25.15,29.58,80.69,4.39,1.77
2015,10,12,23.38,29.23,85.81,17.54,3.27
2015,10,13,22.5,29.28,86.38,2.85,3.78
2015,10,14,23.08,29.99,85.25,0.16,4.12
2015,10,15,23.76,29.91,85.25,0.55,2.7
2015,10,16,24.66,28.79,85.81,5.91,3.28
2015,10,17,23.56,30.95,82.56,6.04,2.41
2015,10,18,25.51,31.01,80.44,3.12,1.27
2015,10,19,25.2,30.48,83.5,2.58,1.5
2015,10,20,25.67,29.83,85.62,1.24,1.93
2015,10,21,25.75,30.82,83.19,0.46,1.76
2015,10,22,25.4,31.32,76.5,1.81,1.17
2015,10,23,24.46,31.33,76.69,0.46,1.79
2015,10,24,25.15,30.62,82.56,2.71,2.35
2015,10,25,23.75,30.63,80,0.44,2.46
2015,10,26,23.6,30.72,81.06,1.86,3.06
2015,10,27,24.08,29.08,86.75,6.09,2.3
2015,10,28,24.61,29.6,81.5,4.86,1.39
2015,10,29,24.96,30.55,76,1.37,1.04
2015,10,30,24.36,31.36,78.56,0.13,2.18
2015,10,31,24.03,31.58,81.88,0.2,3.11
2015,11,1,24.08,30.98,80.75,0.44,2.46
2015,11,2,24.31,28.8,85.19,1.93,4.09
2015,11,3,22.7,29.19,85.94,2.64,3.59
2015,11,4,23.82,28.24,85.81,0.47,2.88
2015,11,5,24.32,30.2,83.5,1.68,3.24
2015,11,6,24.85,28.85,87.25,4.98,3.04
2015,11,7,24.38,28.58,87.38,5.34,2.69
2015,11,8,24.25,29.01,87.75,14.52,1.71
2015,11,9,24.55,30.07,83.31,5.4,1.47
2015,11,10,24.64,30.12,83.56,1.22,1.83
2015,11,11,23.62,31.3,80.19,0.17,2.02
2015,11,12,25.19,29.66,86.62,2.37,2.33
2015,11,13,24.8,29.12,85.88,5.81,1.91
2015,11,14,24.37,30.11,84.88,3.72,1.77
2015,11,15,25.61,31.09,79.69,4.95,1.27
2015,11,16,26.05,31.06,80,3.71,1.63
2015,11,17,25.55,31.28,79.88,1.22,1.98
2015,11,18,25.92,31.43,79.12,3.36,1.98
2015,11,19,25.01,30.63,80.69,2.58,2.02
2015,11,20,24.76,30.75,80.12,0.65,2.44
2015,11,21,23.96,31.02,78.5,0.98,2.78
2015,11,22,23.01,30.9,81.81,0.31,3.39
2015,11,23,23.73,30.5,80.5,0.8,3.16
2015,11,24,23.54,31.03,77.75,0.07,2.96
2015,11,25,23.12,30.51,80.56,4.16,2.88
2015,11,26,23.25,30.38,81.38,1.91,4.21
2015,11,27,21.96,29.8,81.69,0.47,4.31
2015,11,28,22.33,30.27,81.88,0.05,4.15
2015,11,29,23.11,30.65,82,0.26,3.78
2015,11,30,23.23,30.83,79,0.19,2.89
2015,12,1,23.25,31.14,76.44,2.99,2.66
2015,12,2,26.05,31.15,79.5,8.76,1.59
2015,12,3,25.48,30.63,79.19,5.31,1.56
2015,12,4,24.9,30.66,77.12,3.65,1.54
2015,12,5,24.76,29.28,78.81,2.57,1.56
2015,12,6,23.49,29.1,81.75,0.41,4.07
2015,12,7,20.94,28.69,79.62,0,4.63
2015,12,8,20.98,29.52,78.31,0,4.38
2015,12,9,21.91,30.31,76.12,0,3.27
2015,12,10,22.37,31.32,72.56,0,1.73
2015,12,11,25.14,31.33,74.88,0.05,1.56
2015,12,12,25.73,31.75,74.31,0.03,1.44
2015,12,13,25.69,32.17,73.56,0.1,1.19
2015,12,14,25.34,31.36,75.81,0.02,2.08
2015,12,15,24.14,31.83,72.81,0.14,2.02
2015,12,16,23.29,30.09,74.25,0.2,3.23
2015,12,17,18.75,26.35,73.25,0.31,6.12
2015,12,18,17.73,27.02,73.12,0,4.71
2015,12,19,18.53,28.4,73.56,0,4.18
2015,12,20,18.75,29.37,73.12,0.02,4.11
2015,12,21,20.32,30.26,72.88,0.08,4.04
2015,12,22,22.44,30.09,77.94,0.15,3.47
2015,12,23,22.74,31.17,77.19,0.32,3.06
2015,12,24,23.36,31.42,78.38,0.03,2.59
2015,12,25,24.83,31.29,78.75,0.44,2.02
2015,12,26,23.5,30.58,79.44,0.03,2.29
2015,12,27,24.34,31.74,72.06,0.01,2.67
2015,12,28,22.15,31.15,73.69,0.01,2.98
2015,12,29,21.26,30.8,70.44,0.02,2.69
2015,12,30,20.68,30.44,68.62,0,2.92
2015,12,31,21.29,30.72,68.94,0.03,3.95
2016,1,1,20.89,30.98,68.69,0,4.56
2016,1,2,19.91,31.01,65.81,0,3.08
2016,1,3,20.55,32.39,62.12,0,2.12
2016,1,4,22.45,32.56,64.19,0,1.85
2016,1,5,24.07,32.51,68.69,0,1.99
2016,1,6,24.76,32.64,68.94,0.08,1.36
2016,1,7,24.7,32.17,74.31,0.96,1.82
2016,1,8,24.34,31.41,77,6,1.91
2016,1,9,23.79,29.62,82.12,3.59,3.21
2016,1,10,23.65,30.51,80.12,2.15,3.02
2016,1,11,24.22,31.01,76.12,2.06,2.38
2016,1,12,24.12,32.57,66.94,0.01,1.62
2016,1,13,24.7,32.19,69.5,0.35,2.46
2016,1,14,24.96,32.33,74.62,0.33,2.3
2016,1,15,24.83,31.14,81.25,4.21,3.12
2016,1,16,25.5,31.21,80.69,4.47,3.15
2016,1,17,25.37,30.83,79.5,0.88,3.09
2016,1,18,25.22,31.87,77.88,0.33,2.75
2016,1,19,25.23,31.33,81,1.49,3.21
2016,1,20,25.21,31.69,79.38,0.99,2.9
2016,1,21,25.41,31.35,80.06,9.68,2.44
2016,1,22,24.94,32.99,76.81,2.28,2.32
2016,1,23,24.66,33.19,76.31,1.2,2.34
2016,1,24,18.63,28.83,68.94,9.97,5.62
2016,1,25,13.87,24.89,62.38,0.78,7.48
2016,1,26,14.94,28.49,63,0,3.84
2016,1,27,16.33,30.44,63.62,0,3.74
2016,1,28,19.48,32.55,65.75,0,2.65
2016,1,29,22.69,33.32,69.31,0,2.3
2016,1,30,24.71,32.25,78,1.19,2.46
2016,1,31,24.37,31.32,81.19,6.12,2.88
2016,2,1,24.37,32.72,76.12,2.93,2.23
2016,2,2,22.82,32.02,67.25,0.14,3.12
2016,2,3,21.4,32.28,59.62,0.01,3.83
2016,2,4,21.4,33.43,60,0,3.52
2016,2,5,22.37,33.74,59.25,0,3.7
2016,2,6,19.99,31.55,55.5,0,6.9
2016,2,7,15.98,28.39,50,0,8.22
2016,2,8,14.55,27.96,50.75,0,5.79
2016,2,9,16.25,30.31,50.19,0,3.59
2016,2,10,18.29,31.94,54.62,0,2.62
2016,2,11,21.51,33.44,57.31,0,2.52
2016,2,12,23.49,33.65,67.31,0,2.34
2016,2,13,23.92,34.4,69.69,0,2.32
2016,2,14,24.15,34.64,74.56,0.01,2.8
2016,2,15,24.37,34.59,73.69,0.11,2.39
2016,2,16,24.08,33.51,67.94,2.71,2.95
2016,2,17,23.67,33.81,69.19,2.34,3.29
2016,2,18,23.86,33.67,69.75,0.02,2.91
2016,2,19,24.04,33.61,71.19,0.01,2.76
2016,2,20,24.55,33.73,70.75,0,2.72
2016,2,21,23.81,32.34,71.38,0.46,3.41
2016,2,22,24.12,32.45,71.62,0.01,3.55
2016,2,23,24.18,33.65,71.94,0,3.09
2016,2,24,24.96,34.18,70.69,0.87,2.52
2016,2,25,21.94,34.15,54.75,0.32,5.01
2016,2,26,20.94,33.96,51.94,0,5.52
2016,2,27,21.26,33.52,49.75,0,4.74
2016,2,28,21.8,34.43,51.25,0,3.72
2016,2,29,22.74,34.76,47.88,0,3.77
2016,3,1,21.37,34.69,46.19,0,3.23
2016,3,2,22.61,34.45,52.75,0,2.44
2016,3,3,22.66,34.9,58.06,0,3.05
2016,3,4,23.87,33.8,72,0.02,3.23
2016,3,5,25.01,33.63,74.88,0.22,3.91
2016,3,6,24.95,34,74.31,0.29,3.63
2016,3,7,25.24,33.88,73.56,0.26,3.39
2016,3,8,25.76,33.62,74.12,0.04,3.91
2016,3,9,24.44,32.87,75.31,0.01,3.7
2016,3,10,24.44,35.5,71,0,3.72
2016,3,11,24.9,35.55,71.75,0.36,3.77
2016,3,12,25.9,32.59,75.5,3.32,4.96
2016,3,13,25.18,33.65,71.62,0.04,4.16
2016,3,14,24.58,35.62,68.56,0.01,3.7
2016,3,15,25.35,34.91,70.44,0.01,4.6
2016,3,16,25.83,33.51,72.62,0.06,4.5
2016,3,17,25.66,35.09,70.81,0,4.06
2016,3,18,25.53,35.21,72.38,0,4.41
2016,3,19,25.48,35.33,70.12,0,4.06
2016,3,20,25.75,35.33,69.44,0,4.52
2016,3,21,25.3,36.08,65.94,0,4.33
2016,3,22,24.8,35.36,70.75,0,4.45
2016,3,23,26.22,35.18,71.31,0.01,4.38
2016,3,24,26.44,37.49,66.38,0,3.64
2016,3,25,26.37,35.65,69.19,0.39,4.2
2016,3,26,25.01,33.25,59.69,0.56,3.51
2016,3,27,25.68,35.95,63.12,1.26,2.85
2016,3,28,25.69,35.29,61.56,2.58,3.33
2016,3,29,25.98,33.08,69.12,1.59,2.87
2016,3,30,26.12,33.58,71,1.49,3.05
2016,3,31,26.46,33.68,70.44,0.95,4
2016,4,1,25.9,33.59,70.25,0.07,3.89
2016,4,2,25.73,34.9,68.81,0.05,3.73
2016,4,3,26.87,32.87,70.62,0.33,3.38
2016,4,4,26.2,34.79,66.62,0.2,4.25
2016,4,5,25.9,36.45,62.38,0.01,4.28
2016,4,6,25.63,37,65.25,0,4.38
2016,4,7,26.3,37.01,65.94,0,4.58
2016,4,8,26.19,35.95,67.75,0,4.65
2016,4,9,26.91,36.38,64.5,0,4.84
2016,4,10,26.58,37.41,64.94,0,4.45
2016,4,11,27.18,38.25,63.44,0,4.3
2016,4,12,27.19,37.87,62.75,0,4.59
2016,4,13,28.12,38.08,59.44,0,4.65
2016,4,14,28.38,38.58,59.69,0,4.41
2016,4,15,27.74,37.13,66.62,0,5.03
2016,4,16,27.74,35.23,71.38,0.03,4.88
2016,4,17,27.35,35.31,70.5,0.12,4.62
2016,4,18,27.73,34.37,70.19,0.13,4.12
2016,4,19,27.32,33.3,72.5,0.39,3.91
2016,4,20,27.4,34.55,68.88,1.35,3.62
2016,4,21,27.07,36.13,66.94,0.4,3.95
2016,4,22,28.71,36.55,63.31,0.11,4.95
2016,4,23,28.18,37.04,63.44,0.04,4.95
2016,4,24,27.48,36.23,64.06,0.01,4.73
2016,4,25,26.97,37.08,61.75,0,4.48
2016,4,26,27.28,38.09,60.88,0.01,4.28
2016,4,27,28.05,36.98,62,0.12,4.4
2016,4,28,28.58,35.22,68.19,0.43,4.5
2016,4,29,28.36,33.9,68.94,2.65,3.76
2016,4,30,27.8,34.23,66.38,5.53,3.64
2016,5,1,27.27,34.84,66.56,1.14,2.58
2016,5,2,27.41,36.31,63.12,0.04,3.59
2016,5,3,27.3,35.69,65.31,0.03,3.93
2016,5,4,27.86,35.75,62.44,0.13,3.84
2016,5,5,27.67,37.87,57.31,0.06,3.24
2016,5,6,29.23,36.48,59.06,0.23,4.37
2016,5,7,28.58,37.15,62.44,0.17,4.18
2016,5,8,29.35,35.98,62.12,0.1,3.91
2016,5,9,28.84,36.87,59.06,0.44,4.71
2016,5,10,28.45,37.77,57.56,0.12,4.27
2016,5,11,28.85,34.65,65.88,0.21,4.55
2016,5,12,29.44,33.21,69.75,0.73,4.38
2016,5,13,28.31,31.83,76.25,2.9,3.6
2016,5,14,26.73,37.21,66.12,0.22,3.25
2016,5,15,28.78,35.36,63.56,1.87,1.64
2016,5,16,28.81,33.75,67.69,9.58,1.23
2016,5,17,27.36,31.3,81.19,23.51,1.69
2016,5,18,27.69,30.22,83.56,19.25,2.7
2016,5,19,27.25,33.53,71.94,1.53,2.68
2016,5,20,27.38,30.78,80.5,7.65,2.37
2016,5,21,26.71,33.8,71.69,3.54,3.24
2016,5,22,27.67,33.83,70.75,5.31,5.22
2016,5,23,26.77,30.28,76.44,3.73,4.73
2016,5,24,26.81,31.35,79,4.92,4.12
2016,5,25,27.3,32.12,73.5,2.13,5.19
2016,5,26,27.44,31.26,73,1.85,5.52
2016,5,27,27.83,33.73,68.25,1.79,5.07
2016,5,28,27.28,33.11,64.5,1.1,4.84
2016,5,29,26.69,33.53,69.75,4.39,3.57
2016,5,30,26.98,30.96,75.5,9.67,3.27
2016,5,31,26.57,30.21,81.19,6.75,3.89
2016,6,1,26.79,30.57,82.69,7.37,4.14
2016,6,2,27.17,31.86,78.12,4.38,4.43
2016,6,3,26.96,30.36,83.94,17.93,4.22
2016,6,4,26.62,31.35,78.19,2.82,3.26
2016,6,5,26.36,29.59,79.62,8.48,2.83
2016,6,6,25.91,31.13,79.94,7.15,2.94
2016,6,7,26.95,29.82,83.25,18.47,3.19
2016,6,8,26.72,31.03,80.62,8.07,3.73
2016,6,9,26.33,31.83,77.44,0.35,3.9
2016,6,10,26.34,32.24,74,0.5,3.23
2016,6,11,26.51,32.26,79.12,0.44,3.98
2016,6,12,27.35,31.46,78.25,0.44,4.16
2016,6,13,26.26,30.12,79.62,0.45,4.3
2016,6,14,26.23,30.69,80.06,0.4,4.43
2016,6,15,26.79,30.95,79.69,5.27,4.52
2016,6,16,26.15,30,82.5,10.72,4.05
2016,6,17,25.71,29.53,85.19,24.15,4.02
2016,6,18,25.83,29.3,82.31,8.02,2.24
2016,6,19,25.67,32.61,75.56,0.46,2.28
2016,6,20,26.23,30.37,82.56,35.88,2.73
2016,6,21,25.69,27.33,87.69,26.55,3.87
2016,6,22,25.81,30.05,82.75,3.7,3.43
2016,6,23,26.03,28.05,89,22.89,4.6
2016,6,24,26.1,27.7,89.88,16.27,5.05
2016,6,25,25.9,29.23,85.44,19.96,4.43
2016,6,26,25.85,28.73,86.81,6.33,4.4
2016,6,27,25.78,28.61,88.88,9.02,4.26
2016,6,28,25.8,28.12,88.81,5.62,5.34
2016,6,29,25.65,28.37,87.25,10.67,5.12
2016,6,30,25.19,28.68,87,14.68,5.52
2016,7,1,25.4,29.17,82.75,2.67,4.97
2016,7,2,25.4,29.35,85.19,25.8,4.29
2016,7,3,24.78,30.76,82.12,3.87,3.46
2016,7,4,25.77,29.9,84.75,1.72,2.8
2016,7,5,26.4,29.94,82.62,2.24,4.21
2016,7,6,24.62,27.84,82.5,27.29,4.81
2016,7,7,24.15,28.7,85.06,14.74,5.22
2016,7,8,25.19,28.58,86.62,2.91,5.09
2016,7,9,25.65,28.22,87.12,9.21,5.23
2016,7,10,24.57,28.1,87.75,6.11,5.2
2016,7,11,25.25,29.64,82.75,3.4,5.54
2016,7,12,24.26,30.26,81.31,0.46,4.28
2016,7,13,25.94,30.12,84.25,0.51,4.04
2016,7,14,25.78,29.14,85.62,0.16,3.3
2016,7,15,25.58,30.41,82.12,0.15,2.95
2016,7,16,26.23,30.19,84.19,0.63,3.02
2016,7,17,25.57,30.12,83.25,0.84,2.23
2016,7,18,26.44,29.8,84.62,7.96,2.3
2016,7,19,26,28.66,84.38,18.87,1.55
2016,7,20,25.97,29.31,86.12,20.84,2.62
2016,7,21,25.44,28.76,85.38,7.83,2.71
2016,7,22,25.11,30.29,84.94,7.85,2.33
2016,7,23,25.96,29.09,84.81,10.39,1.91
2016,7,24,24.64,30.17,82.5,0.63,1.8
2016,7,25,25.52,31.01,79.81,0.59,2.11
2016,7,26,25.7,29.37,85.88,8.49,3.33
2016,7,27,25.76,29.51,82.69,7.31,3.84
2016,7,28,25.57,29.3,83.69,12.44,3.87
2016,7,29,24.98,29.55,84.62,14.98,5.08
2016,7,30,25.12,28.23,84.94,9.47,3.91
2016,7,31,23.83,27.99,81.56,1.18,3.3
2016,8,1,25.15,30.43,80.25,0.27,3.74
2016,8,2,24.73,29.34,83.44,1.18,4.18
2016,8,3,25.44,28.93,85.25,1.2,4.66
2016,8,4,25.2,29.11,86.38,1.64,3.98
2016,8,5,24.9,29.24,82.38,5.39,4.06
2016,8,6,24.84,29.94,81.44,13.87,3.74
2016,8,7,25.29,27.98,86.75,31.35,4.93
2016,8,8,25.5,30.4,82.12,0.45,4.86
2016,8,9,25.28,30.26,83.12,9.41,4.12
2016,8,10,25.36,30.73,79.44,6.03,4.52
2016,8,11,25.31,29.24,81.81,5.94,4.91
2016,8,12,25.06,29.58,80.19,0.68,5.33
2016,8,13,25.09,29.63,82.94,7.56,5.34
2016,8,14,25.53,29.95,83.06,2.19,6.06
2016,8,15,25.3,30.38,81.19,6.7,4.96
2016,8,16,25.61,29.73,82.94,8.01,3.92
2016,8,17,25.91,30.28,85.56,0.59,4.59
2016,8,18,26.41,29.69,86.69,0.52,4.91
2016,8,19,26.29,30.01,85.88,0.63,5.22
2016,8,20,25.97,30.01,86.88,0.79,4.62
2016,8,21,25.55,31.15,83.38,0.38,3.13
2016,8,22,26.19,31.53,82.5,0.36,3.4
2016,8,23,26.08,29.87,84.94,8.28,2.88
2016,8,24,26.02,30.05,85.5,16.41,3.12
2016,8,25,26.23,30,85.81,6.41,3.05
2016,8,26,26,30.54,85.12,1.58,3.37
2016,8,27,26.4,29.83,86.44,4.74,3.66
2016,8,28,26.12,29.15,87.69,8.38,2.95
2016,8,29,25.83,29.44,86.56,19.23,3.36
2016,8,30,25.62,29.6,85.81,8.91,3.66
2016,8,31,25.21,29.21,85.69,14.82,4.15
2016,9,1,24.77,30.42,82.19,1.29,3.47
2016,9,2,25.49,29.98,83.81,2.79,4.39
2016,9,3,24.73,29.84,84.62,3.17,3.55
2016,9,4,25.15,30.39,83.94,4,3.68
2016,9,5,24.76,29.45,84.75,2.64,4.19
2016,9,6,25.26,29.35,85.62,3.57,3.57
2016,9,7,25.84,28.87,88.25,4.26,3.87
2016,9,8,25.64,28.54,87.44,6.25,4.06
2016,9,9,25.23,29.08,87.25,1.47,3.35
2016,9,10,25.51,28.71,88.69,1.63,3.47
2016,9,11,25.39,28.68,88.38,10.86,3.83
2016,9,12,24.58,28.11,86.94,45.91,3.81
2016,9,13,24.64,27.7,87.5,22.11,3.8
2016,9,14,24.52,29.04,84.06,3.46,4.48
2016,9,15,24.37,29.84,83.31,2.11,3.88
2016,9,16,24.26,29.96,81.75,3.88,3.84
2016,9,17,24.94,29.32,84.5,7.51,3.03
2016,9,18,25.46,28.58,87,5,2.94
2016,9,19,25.36,29.22,89.44,16.46,1.7
2016,9,20,25.69,27.37,92.25,19.29,4.09
2016,9,21,25.55,29.69,84.12,16.92,1.96
2016,9,22,24.92,28.85,85.69,39.95,1.38
2016,9,23,24.94,28.62,85.56,19.4,1.85
2016,9,24,25.06,29.48,86.75,3.34,2.49
2016,9,25,24.92,29.43,86.38,4.83,2.91
2016,9,26,25.71,28.19,90.31,13.5,2.85
2016,9,27,25.43,28.85,90.69,18.25,3.64
2016,9,28,25.01,28.36,88.75,14.43,3.38
2016,9,29,24.98,29.41,86.94,1.28,2.78
2016,9,30,24.27,27.05,89,3.57,2.98
2016,10,1,24.67,29.55,84.69,3.72,3.1
2016,10,2,25.16,29.48,85.69,12.04,2.09
2016,10,3,25.77,29.55,87.75,10.55,2.64
2016,10,4,25.25,29.65,85.5,2.25,2.24
2016,10,5,25.35,29.54,87.44,10,2.31
2016,10,6,25.3,27.48,90.06,30.03,2.88
2016,10,7,24.65,28.89,86.56,13.32,3.77
2016,10,8,24.62,26.51,90.19,10.35,2.56
2016,10,9,24.77,27.73,91.88,12.38,4.47
2016,10,10,24.81,27.78,89,4.24,2.84
2016,10,11,24.98,29.46,88.31,3.56,2.52
2016,10,12,25.49,29.37,88.25,9.72,2.62
2016,10,13,25.27,30.23,86.75,8.92,2.63
2016,10,14,25.08,30.13,85.38,7.47,2.53
2016,10,15,25.15,30.3,83.81,1.81,1.65
2016,10,16,25.57,29.37,88.69,14.17,2.45
2016,10,17,25.4,29.57,88.5,4.22,1.82
2016,10,18,24.77,30.4,86.5,7.02,1.98
2016,10,19,25.12,29.19,88.62,2.32,1.94
2016,10,20,25.51,29.94,85.94,2.43,3.41
2016,10,21,25.57,28.88,86.94,4.89,4.14
2016,10,22,25.3,29.17,85.81,2.02,3.74
2016,10,23,24.94,29.03,84.62,2.38,2.66
2016,10,24,25.16,29.39,83.81,4.87,3.09
2016,10,25,24.96,29,82.94,4.19,1.69
2016,10,26,24.65,29.33,86,13.14,2.15
2016,10,27,25.13,27.73,89.62,14.15,1.92
2016,10,28,24.9,30.32,81.56,14.51,1.63
2016,10,29,24.98,28.92,85.88,18.52,1.45
2016,10,30,24.79,28.14,91.5,19.35,2.78
2016,10,31,24.31,28.73,90.19,8.82,2.62
2016,11,1,24.66,28.7,89.81,5.69,2.41
2016,11,2,23.94,28.84,90.25,5.36,4.64
2016,11,3,23.3,28.92,87.62,0.73,5.09
2016,11,4,23.15,27.93,86.31,0.2,4.36
2016,11,5,22.96,29.26,82.06,0.06,2.59
2016,11,6,23.67,30.19,80.19,1.3,1.53
2016,11,7,25.58,30.51,81.88,7.43,1.21
2016,11,8,25.33,27.83,89.5,7.31,1.98
2016,11,9,24.74,27.55,90.25,14.98,2.07
2016,11,10,24.04,26.94,87.38,3.03,2.43
2016,11,11,21.33,29.51,84.94,0.09,3.15
2016,11,12,22.95,30.43,84.88,0.21,3.23
2016,11,13,23.95,30.02,85.88,0.26,2.98
2016,11,14,23.87,31.19,81.75,0.02,2.34
2016,11,15,24.36,30.77,83.44,0.17,2.54
2016,11,16,23.83,30.46,84.44,0.2,3.65
2016,11,17,22.29,29.51,84.5,0,3.97
2016,11,18,23.13,30.3,84.56,0.19,3.59
2016,11,19,23.99,29.23,86.31,9.7,2.52
2016,11,20,25.15,29.17,87.75,6.33,2.03
2016,11,21,25.07,30.04,84.56,1.12,1.72
2016,11,22,25.01,29.29,87.19,0.4,2.59
2016,11,23,25.12,26.81,93.06,17.93,3.59
2016,11,24,24.69,29.58,87.81,4.45,1.91
2016,11,25,22.99,28.98,86.69,2.63,2.96
2016,11,26,23.71,30.13,85.75,2.01,3.14
2016,11,27,21.01,27.92,83.38,0.05,5.14
2016,11,28,21.58,27.24,85.19,0,4.3
2016,11,29,21.55,28.94,83.69,0,4.69
2016,11,30,21.59,28.58,85.44,0.01,4.91
2016,12,1,20.84,27.57,84.25,0.18,5.41
2016,12,2,20.93,25.2,87.44,0.16,5.41
2016,12,3,21.76,27.76,86.44,1.44,3.73
2016,12,4,22.81,28.24,88.81,0.85,4.27
2016,12,5,22.95,25.98,89.12,2.31,4.77
2016,12,6,22.44,27.06,88.5,0.73,4.78
2016,12,7,20.69,27.94,84.81,0.01,4.62
2016,12,8,21.53,25.83,85.94,0.02,4.21
2016,12,9,20.85,28.12,81.06,0,4.14
2016,12,10,20.38,28.64,80,0.01,3.77
2016,12,11,20.21,27.71,79.75,0,3.42
2016,12,12,20.57,28.47,81.31,0,3.41
2016,12,13,21.83,28.44,81.44,0.01,3.18
2016,12,14,22.59,29.46,85.81,0.55,3.29
2016,12,15,22.63,26.65,89.88,1.68,5.05
2016,12,16,20.23,24.58,86.5,1.06,5.94
2016,12,17,17.58,25.3,82.31,0.01,4.94
2016,12,18,18.95,28.55,81.69,0,4.1
2016,12,19,20.55,29.55,82.12,0,3.38
2016,12,20,22.21,30.31,80.12,0.14,2.42
2016,12,21,23.35,30.32,82.38,0.25,2.29
2016,12,22,23.33,29.96,83.62,0.74,3.23
2016,12,23,22.62,29.49,80.88,0.09,3.88
2016,12,24,21.8,29.84,82.44,0.01,3.66
2016,12,25,21.92,30.35,82,0.04,3.37
2016,12,26,22.38,30.64,80,0.09,2.8
2016,12,27,22.14,29.85,78.31,0.05,4.41
2016,12,28,18.62,27.26,76,0.01,5.24
2016,12,29,17.68,26.7,75.94,0,5.92
2016,12,30,17.73,26.02,76.62,0.1,5.54
2016,12,31,19.69,27.97,78.69,0.47,4.91
2017,1,1,20.51,29.01,80.81,0.02,4.54
2017,1,2,21.98,29.57,81.38,0.3,4.31
2017,1,3,22.18,29.31,81.12,0.32,3.72
2017,1,4,21.95,27.94,83.38,1.24,3.95
2017,1,5,22.13,29.65,81.81,1.02,3.96
2017,1,6,22.6,27.42,87.81,3.93,3.14
2017,1,7,21.9,26.49,88.31,5.56,2.68
2017,1,8,23.23,27.77,87.69,12.72,2.42
2017,1,9,23.3,28.41,85.06,9.1,2.16
2017,1,10,23.8,29.06,87.19,45.92,2.9
2017,1,11,23.86,29.11,85.81,4.68,3.03
2017,1,12,23.73,29.23,85.12,0.19,3.12
2017,1,13,24.04,29.53,84.06,0.52,1.88
2017,1,14,23.83,29.79,80.62,1.49,2.03
2017,1,15,22.72,29.81,80.25,1.44,3.09
2017,1,16,22.32,29.75,79.31,0.99,3.31
2017,1,17,23.1,26.5,87.25,4.61,2.94
2017,1,18,22.91,28.29,83.19,0.19,3.48
2017,1,19,21.92,30.41,76.31,0.02,3.1
2017,1,20,20.83,30.3,77.38,0.09,3.3
2017,1,21,21.58,29.45,77.5,0.75,3.94
2017,1,22,20.9,29.51,76.12,0.01,5.21
2017,1,23,20.08,28.37,76.44,0.39,5.17
2017,1,24,19.68,29.5,74.56,0,4.35
2017,1,25,20.68,30.58,75.06,0,4.61
2017,1,26,21.73,29.73,77,0.03,4.44
2017,1,27,20.58,30.3,72.88,0.04,4.38
2017,1,28,18.37,29.58,64.88,0,3.58
2017,1,29,19.73,29.8,61.38,0,2.02
2017,1,30,22.89,30.76,65.75,0,1.76
2017,1,31,20.56,30.72,65.38,0,2.93
2017,2,1,19.36,31.21,65.44,0,3.66
2017,2,2,21.22,29.91,75,0.9,4.05
2017,2,3,22.2,28.93,79.56,0.92,3.47
2017,2,4,21.71,31.98,72.62,0.01,2.53
2017,2,5,23.87,32.68,70,0.01,2.25
2017,2,6,22.54,33.23,70.5,0,2.36
2017,2,7,22.61,32.26,74.19,0,2.96
2017,2,8,22.96,32.15,69.62,0,2.84
2017,2,9,23.73,32.24,65.88,0,2.07
2017,2,10,23.41,31.9,65.06,0,2.17
2017,2,11,20.75,32.06,62.5,0.01,4.93
2017,2,12,18.45,30.57,61.25,0,6.27
2017,2,13,18.26,30.15,62,0,5.68
2017,2,14,18.45,30.72,58.94,0,4.44
2017,2,15,19.2,31.34,60.62,0,4.55
2017,2,16,19.45,31.71,60.31,0,3.95
2017,2,17,18.87,32.06,63.06,0,3.44
2017,2,18,21.06,32.64,64,0,2.62
2017,2,19,21.5,33.51,62.56,0,2.57
2017,2,20,23.72,33.01,69.94,0,2.77
2017,2,21,23.3,32.76,74.25,0.01,3.26
2017,2,22,24.4,31.87,77.38,0.47,3.08
2017,2,23,24.85,31.25,77.69,0.98,2.55
2017,2,24,25.02,30.13,83.81,2.97,3.12
2017,2,25,25.08,29.69,78.81,5.43,2.78
2017,2,26,24.32,33.48,71.38,1.36,1.81
2017,2,27,23.61,33.06,70.25,5.7,2.74
2017,2,28,22.52,34.02,66.5,0.47,3.37
2017,3,1,24.12,33.8,66.19,0.02,2.72
2017,3,2,22.44,33.74,58.69,0.07,3.47
2017,3,3,21.04,34.19,58.5,0.01,2.8
2017,3,4,24.36,32.88,70.25,0.07,3.47
2017,3,5,24.51,32.78,74.88,0.09,3.64
2017,3,6,24.4,33.22,72.19,0,3.52
2017,3,7,25.21,32.08,73.69,0.26,4.01
2017,3,8,25.63,31.24,75.69,0.3,4.34
2017,3,9,25.16,31.69,72.94,0.05,4.85
